,Unnamed: 0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl_p90 (defense_Padj_p90),TklW_p90 (defense_Padj_p90),Def 3rd_p90 (defense_Padj_p90),Mid 3rd_p90 (defense_Padj_p90),Att 3rd_p90 (defense_Padj_p90),Vs Dribbles Tkl_p90 (defense_Padj_p90),Att_p90 (defense_Padj_p90),Past_p90 (defense_Padj_p90),Press_p90 (defense_Padj_p90),Succ Pressures_p90 (defense_Padj_p90),Pressures Def 3rd_p90 (defense_Padj_p90),Pressures Mid 3rd_p90 (defense_Padj_p90),Pressures Att 3rd_p90 (defense_Padj_p90),Blocks_p90 (defense_Padj_p90),Sh_p90 (defense_Padj_p90),ShSv_p90 (defense_Padj_p90),Pass_p90 (defense_Padj_p90),Int_p90 (defense_Padj_p90),Tkl+Int_p90 (defense_Padj_p90),Clr_p90 (defense_Padj_p90),Err_p90 (defense_Padj_p90),Padj Tkl+Int p90 (defense_Padj_p90),SCA_p90 (gca_p90),PassLive_p90 (gca_p90),PassDead_p90 (gca_p90),Drib_p90 (gca_p90),Sh_p90 (gca_p90),Fld_p90 (gca_p90),Def_p90 (gca_p90),GCA_p90 (gca_p90),GCA Types PassLive_p90 (gca_p90),GCA Types PassDead_p90 (gca_p90),GCA Types Drib_p90 (gca_p90),GCA Types Sh_p90 (gca_p90),GCA Types Fld_p90 (gca_p90),GCA Types Def_p90 (gca_p90),GA_p90 (keepersadv_p90),PKA_p90 (keepersadv_p90),FK_p90 (keepersadv_p90),CK_p90 (keepersadv_p90),OG_p90 (keepersadv_p90),PSxG_p90 (keepersadv_p90),PSxG/SoT_p90 (keepersadv_p90),PSxG+/-_p90 (keepersadv_p90),Cmp_p90 (keepersadv_p90),Att_p90 (keepersadv_p90),Passes Att_p90 (keepersadv_p90),Thr_p90 (keepersadv_p90),AvgLen_p90 (keepersadv_p90),Goal Kicks Att_p90 (keepersadv_p90),Goal Kicks AvgLen_p90 (keepersadv_p90),Opp_p90 (keepersadv_p90),Stp_p90 (keepersadv_p90),#OPA_p90 (keepersadv_p90),AvgDist_p90 (keepersadv_p90),Starts_p90 (keepers_p90),Min_p90 (keepers_p90),GA_p90 (keepers_p90),SoTA_p90 (keepers_p90),Saves_p90 (keepers_p90),W_p90 (keepers_p90),D_p90 (keepers_p90),L_p90 (keepers_p90),CS_p90 (keepers_p90),PKatt_p90 (keepers_p90),PKA_p90 (keepers_p90),PKsv_p90 (keepers_p90),PKm_p90 (keepers_p90),CrdY_p90 (misc_p90),CrdR_p90 (misc_p90),2CrdY_p90 (misc_p90),Fls_p90 (misc_p90),Fld_p90 (misc_p90),Off_p90 (misc_p90),Crs_p90 (misc_p90),Int_p90 (misc_p90),TklW_p90 (misc_p90),PKwon_p90 (misc_p90),PKcon_p90 (misc_p90),OG_p90 (misc_p90),Recov_p90 (misc_p90),Won_p90 (misc_p90),Lost_p90 (misc_p90),Completed Passes_p90 (passing_p90),Attempted Passes_p90 (passing_p90),TotDist Passed_p90 (passing_p90),PrgDist Passed_p90 (passing_p90),Short Cmp_p90 (passing_p90),Short Att_p90 (passing_p90),Medium Cmp_p90 (passing_p90),Medium Att_p90 (passing_p90),Long Cmp_p90 (passing_p90),Long Att_p90 (passing_p90),Ast_p90 (passing_p90),xA_p90 (passing_p90),A-xA_p90 (passing_p90),KP_p90 (passing_p90),Passes into Final 1/3_p90 (passing_p90),Passes into Penalty Area_p90 (passing_p90),CrsPA_p90 (passing_p90),Prog Passes_p90 (passing_p90),Att_p90 (passing_types_p90),Live_p90 (passing_types_p90),Dead_p90 (passing_types_p90),FK_p90 (passing_types_p90),TB_p90 (passing_types_p90),Press_p90 (passing_types_p90),Sw_p90 (passing_types_p90),Crs_p90 (passing_types_p90),CK_p90 (passing_types_p90),In_p90 (passing_types_p90),Out_p90 (passing_types_p90),Str_p90 (passing_types_p90),Ground_p90 (passing_types_p90),Low_p90 (passing_types_p90),High_p90 (passing_types_p90),Left_p90 (passing_types_p90),Right_p90 (passing_types_p90),Head_p90 (passing_types_p90),TI_p90 (passing_types_p90),Other_p90 (passing_types_p90),Cmp_p90 (passing_types_p90),Off_p90 (passing_types_p90),Outcomes Out_p90 (passing_types_p90),Int_p90 (passing_types_p90),Blocks_p90 (passing_types_p90),Min_p90 (playingtime_p90),Mn/MP_p90 (playingtime_p90),Starts_p90 (playingtime_p90),Mn/Start_p90 (playingtime_p90),Compl_p90 (playingtime_p90),Subs_p90 (playingtime_p90),Mn/Sub_p90 (playingtime_p90),unSub_p90 (playingtime_p90),PPM_p90 (playingtime_p90),onG_p90 (playingtime_p90),onGA_p90 (playingtime_p90),+/-_p90 (playingtime_p90),On-Off_p90 (playingtime_p90),onxG_p90 (playingtime_p90),onxGA_p90 (playingtime_p90),xG+/-_p90 (playingtime_p90),Team Success (xG) On-Off_p90 (playingtime_p90),Touches_p90 (possession_p90),Def Pen_p90 (possession_p90),Def 3rd_p90 (possession_p90),Mid 3rd_p90 (possession_p90),Att 3rd_p90 (possession_p90),Att Pen_p90 (possession_p90),Live_p90 (possession_p90),Successful Dribbles_p90 (possession_p90),Attempted Dribbles_p90 (possession_p90),#Pl_p90 (possession_p90),Megs_p90 (possession_p90),Carries_p90 (possession_p90),TotDist Carried_p90 (possession_p90),PrgDist Carried_p90 (possession_p90),Prog Carries_p90 (possession_p90),Carries into Final 1/3_p90 (possession_p90),Carries into Penalty Area_p90 (possession_p90),Mis_p90 (possession_p90),Dis_p90 (possession_p90),Targ_p90 (possession_p90),Rec_p90 (possession_p90),Receiving Prog_p90 (possession_p90),Prog Actions (possession_p90),Prog Actions_p90 (possession_p90),KP_p90 (possession_p90),Passes into Final 1/3_p90 (possession_p90),Passes into Penalty Area_p90 (possession_p90),Prog Passes_p90 (possession_p90),xA_p90 (possession_p90),Prog Passes_p90 per 50 passes (possession_p90),Prog Carries_p90 per 100 touches (possession_p90),True Interceptions_p90 (possession_p90),Gls_p90 (possession_p90),Sh_p90 (possession_p90),SoT_p90 (possession_p90),Average Shot Distance (yards) (possession_p90),npxG_p90 (possession_p90),npxG/Shot (possession_p90),Press_p90 (possession_p90),Succ Pressures_p90 (possession_p90),Shots Blocked_p90 (possession_p90),Aerial Win % (possession_p90),% of Dribblers Tackled (possession_p90),Padj Tkl+Int p90 (possession_p90),Gls_p90 (shooting_p90),Sh_p90 (shooting_p90),SoT_p90 (shooting_p90),G/Sh_p90 (shooting_p90),G/SoT_p90 (shooting_p90),Dist_p90 (shooting_p90),FK_p90 (shooting_p90),PK_p90 (shooting_p90),PKatt_p90 (shooting_p90),xG_p90 (shooting_p90),npxG_p90 (shooting_p90),npxG/Sh_p90 (shooting_p90),G-xG_p90 (shooting_p90),np:G-xG_p90 (shooting_p90),TMPosition
2403,2403,2404.0,Marcelo Saracchi,URU,DF,Levante,La Liga,24.0,1998.0,2.1,2.86,1.43,2.38,0.0,0.48,0.95,1.43,0.48,14.29,4.29,5.71,6.19,2.38,2.38,0.0,0.0,2.38,1.9,4.76,2.86,0.0,3.94,2.86,2.38,0.48,0.0,0.0,0.0,0.0,0.48,0.48,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.0,0.0,1.9,0.0,0.0,2.38,1.9,1.43,0.0,0.0,0.0,8.1,0.48,0.95,40.48,51.9,802.86,304.29,20.0,23.81,12.86,16.67,7.62,9.05,0.48,0.14,0.33,2.86,1.9,2.38,0.95,3.81,51.9,43.33,8.57,0.0,0.0,6.19,0.95,2.38,0.48,0.0,0.0,0.0,28.1,13.81,10.0,39.52,1.43,2.86,7.62,0.0,40.48,0.0,0.0,0.95,2.38,89.97,2.89,1.02,2.89,0.89,0.0,0.0,0.07,0.03,0.82,1.48,-0.66,0.03,0.83,1.73,-0.9,0.03,60.95,4.76,22.38,21.9,20.0,0.48,52.38,0.95,0.95,0.95,0.0,34.29,160.48,83.33,3.33,2.38,0.0,0.48,0.48,38.1,33.33,3.81,15.0,7.1400000000000015,2.86,1.9,2.38,3.81,0.14,4.71,5.46,4.279999999999999,0.0,0.0,0.0,0.0,0.0,0.0,14.29,4.29,0.0,33.3,66.7,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Left-Back
406,406,407.0,Marcin Bułka,POL,GK,Nice,Ligue 1,22.0,1999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,21.0,23.0,444.0,269.0,8.0,9.0,10.0,10.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,16.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,5.0,12.0,0.0,0.0,6.0,21.0,0.0,0.0,1.0,0.0,,,,,,,,inf,,,,,,,,,,23.0,22.0,23.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,10.0,47.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper
131,131,132.0,Marco Asensio,ESP,"FW,MF",Real Madrid,La Liga,26.0,1996.0,19.2,0.83,0.52,0.42,0.31,0.1,0.36,1.04,0.68,9.58,2.29,1.93,3.96,3.7,0.78,0.05,0.0,0.73,1.3,2.14,0.26,0.05,3.19,3.39,2.14,0.52,0.16,0.42,0.1,0.05,0.36,0.16,0.0,0.05,0.1,0.0,0.05,0.93,0.04,0.0,0.04,0.0,0.89,0.01,-0.04,6.16,10.54,38.42,5.66,1.1,5.95,0.99,6.85,0.43,1.47,0.71,1.0,89.96,0.93,3.19,2.29,0.79,0.14,0.07,0.36,0.04,0.04,0.0,0.0,0.1,0.0,0.0,0.62,1.35,0.1,2.24,1.3,0.52,0.0,0.0,0.0,5.31,0.05,0.47,38.54,47.08,658.39,124.64,20.36,22.81,12.66,14.32,4.43,7.6,0.0,0.12,-0.12,1.56,2.6,1.04,0.16,2.81,47.08,42.86,4.22,0.83,0.05,7.03,2.03,2.24,2.34,1.25,0.21,0.16,36.15,4.84,6.09,40.94,4.43,0.68,0.73,0.26,38.54,0.26,0.36,1.77,1.51,,,,,,,,inf,,,,,,,,,,56.82,0.73,5.52,24.64,31.51,5.05,52.66,1.04,2.03,1.25,0.1,42.34,245.73,130.26,6.35,2.55,0.94,0.68,1.3,52.19,43.65,7.29,176.0,9.16,1.56,2.6,1.04,2.81,0.12,3.65,11.18,2.08,0.52,3.33,1.61,18.6,0.39,0.12,9.58,2.29,0.05,10.0,35.0,3.19,0.52,3.33,1.61,0.01,0.02,0.97,0.05,0.0,0.0,0.39,0.39,0.01,0.14,0.14,Right Winger
267,267,268.0,Marco Benassi,ITA,MF,Empoli,Serie A,27.0,1994.0,4.2,2.14,0.71,0.71,1.19,0.24,0.71,1.9,1.19,18.1,4.29,4.05,9.52,4.52,1.43,0.0,0.0,1.43,0.71,2.86,0.71,0.0,2.48,1.9,1.43,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.0,0.0,1.43,0.95,0.0,2.14,0.71,0.71,0.0,0.0,0.0,6.9,1.9,3.33,28.81,40.0,504.76,197.86,14.29,17.62,11.43,14.05,2.86,5.0,0.0,0.1,-0.1,0.95,3.57,1.19,0.24,4.76,40.0,37.14,2.86,0.48,0.0,5.95,1.19,2.14,0.24,0.0,0.24,0.0,28.57,5.0,6.43,11.43,24.29,0.71,1.9,0.0,28.81,0.0,0.95,2.14,2.62,90.17,2.83,1.03,3.39,0.56,0.34,1.07,0.13,0.06,1.63,1.29,0.34,0.03,1.42,1.48,-0.06,0.02,50.95,2.14,6.67,29.52,19.76,3.81,48.1,0.24,1.19,0.24,0.0,34.05,217.38,128.33,5.48,1.9,0.48,0.24,0.71,42.86,34.29,3.81,43.0,10.24,0.95,3.57,1.19,4.76,0.1,8.26,10.76,2.14,0.0,1.67,0.95,17.6,0.12,0.07,18.1,4.29,0.0,36.4,37.5,2.48,0.0,1.67,0.95,0.0,0.0,4.19,0.0,0.0,0.0,0.12,0.12,0.02,-0.12,-0.12,Central Midfield
320,320,321.0,Marco Bizot,NED,GK,Brest,Ligue 1,31.0,1991.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.08,0.03,0.08,0.0,0.0,0.03,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.02,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,0.0,0.0,0.11,0.0,0.0,0.03,0.0,0.0,0.0,0.0,5.71,0.0,0.0,21.92,31.61,807.84,549.34,2.11,2.11,9.08,9.13,10.71,20.34,0.03,0.01,0.02,0.08,0.37,0.0,0.0,0.0,31.61,20.13,11.47,2.84,0.0,1.79,0.89,0.0,0.0,0.0,0.0,0.0,13.37,1.05,17.18,2.87,22.29,0.0,0.0,5.11,21.92,0.05,0.61,0.13,0.03,,,,,,,,inf,,,,,,,,,,34.87,31.13,34.74,0.16,0.05,0.03,23.47,0.0,0.0,0.0,0.0,14.68,71.24,32.79,0.0,0.03,0.0,0.0,0.0,12.24,12.18,0.0,0.0,0.0,0.08,0.37,0.0,0.0,0.01,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper
1287,1287,1288.0,Marco John,GER,DF,Hoffenheim,Bundesliga,20.0,2002.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,2.0,2.0,6.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,4.75,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,30.0,32.0,442.0,200.0,18.0,18.0,10.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,32.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,2.0,24.0,0.0,2.0,6.0,0.0,30.0,0.0,0.0,0.0,0.0,,,,,,,,inf,,,,,,,,,,40.0,0.0,8.0,22.0,12.0,2.0,34.0,0.0,0.0,0.0,0.0,20.0,172.0,138.0,2.0,0.0,2.0,0.0,0.0,22.0,20.0,0.0,3.0,6.0,0.0,2.0,0.0,4.0,0.0,6.67,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Left WingBack
1778,1778,1779.0,Marco Meyerhöfer,GER,DF,Greuther Fürth,Bundesliga,26.0,1995.0,25.3,2.02,0.91,0.95,0.79,0.28,0.83,1.7,0.87,10.79,3.6,4.62,4.19,1.98,2.49,0.87,0.0,1.62,2.69,4.7,3.12,0.04,3.16,1.34,1.07,0.04,0.08,0.04,0.04,0.08,0.04,0.04,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.91,1.15,0.04,1.03,2.69,0.91,0.0,0.04,0.04,9.49,1.11,1.11,35.34,47.39,608.77,282.45,17.19,19.21,13.64,18.06,3.68,7.35,0.0,0.03,-0.03,0.71,3.16,0.32,0.12,4.03,47.39,35.73,11.66,0.71,0.0,5.65,0.43,1.03,0.0,0.0,0.0,0.0,22.41,12.85,12.13,2.69,30.71,2.37,10.95,0.08,35.34,0.2,0.75,1.62,1.94,90.07,3.33,1.01,3.33,0.94,0.0,0.0,0.0,0.09,2.17,0.71,1.46,0.04,1.55,0.85,0.7,-0.0,60.12,4.58,20.95,26.8,15.42,0.91,48.66,0.79,1.46,0.79,0.04,28.97,155.1,80.99,3.24,0.75,0.2,0.99,0.55,29.76,27.23,1.07,184.0,7.27,0.71,3.16,0.32,4.03,0.03,5.7,5.39,5.18,0.04,0.4,0.08,17.1,0.04,0.09,10.79,3.6,0.87,50.0,48.8,3.16,0.04,0.4,0.08,0.0,0.02,0.68,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,Right-Back
1815,1815,1816.0,Marco Modolo,ITA,DF,Venezia,Serie A,33.0,1989.0,4.4,0.68,0.68,0.45,0.23,0.0,0.23,1.14,0.91,7.95,2.27,4.77,2.5,0.68,2.5,1.59,0.0,0.91,1.36,2.05,5.45,0.0,1.31,0.23,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.0,0.0,1.36,0.91,0.0,0.0,1.36,0.68,0.0,0.0,0.0,6.59,2.73,2.5,28.41,34.77,655.45,185.45,5.68,7.05,16.82,18.41,5.91,8.86,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.68,34.77,34.09,0.68,0.45,0.0,4.32,0.23,0.0,0.0,0.0,0.0,0.0,23.64,3.64,7.5,10.91,19.77,2.5,0.0,0.0,28.41,0.23,1.14,0.45,0.45,89.74,22.37,1.05,22.37,0.53,0.0,0.0,0.0,0.26,2.37,2.11,0.26,0.17,1.5,1.58,-0.08,0.09,44.77,18.41,33.64,11.59,0.91,0.45,44.09,0.23,0.23,0.23,0.0,24.09,120.23,43.64,0.23,0.0,0.0,0.0,0.45,26.14,26.14,0.0,4.0,0.91,0.0,0.91,0.0,0.68,0.0,1.2,0.51,3.86,0.0,0.23,0.23,7.0,0.02,0.1,7.95,2.27,1.59,52.2,20.0,1.31,0.0,0.23,0.23,0.0,0.0,1.59,0.0,0.0,0.0,0.02,0.02,0.02,-0.02,-0.02,Centre-Back
2242,2242,2243.0,Marco Reus,GER,"MF,FW",Dortmund,Bundesliga,32.0,1989.0,27.8,1.33,0.97,0.5,0.54,0.29,0.4,1.44,1.04,20.43,6.55,3.17,9.03,8.24,1.44,0.25,0.0,1.19,0.86,2.19,1.15,0.0,3.12,3.49,2.52,0.32,0.07,0.14,0.4,0.04,0.9,0.61,0.04,0.04,0.0,0.18,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.0,0.0,0.9,1.8,0.36,1.29,0.86,0.97,0.11,0.0,0.0,6.15,0.61,1.47,36.91,45.61,564.28,140.25,21.65,24.57,10.9,13.45,2.95,4.42,0.47,0.28,0.19,1.94,3.09,1.37,0.07,4.03,45.61,42.88,2.73,1.65,0.14,8.63,0.79,1.29,0.32,0.11,0.07,0.0,36.22,4.75,4.64,11.15,32.66,0.86,0.18,0.43,36.91,0.29,0.22,2.27,1.51,89.94,3.73,0.96,4.82,0.48,0.48,1.57,0.42,0.07,1.14,1.93,-0.78,0.03,0.95,1.44,-0.49,0.02,57.99,1.91,7.95,29.71,24.68,4.42,55.5,1.26,2.63,1.51,0.14,38.31,192.7,94.17,5.04,2.05,0.58,1.73,1.58,56.44,43.31,7.48,252.0,9.07,1.94,3.09,1.37,4.03,0.28,5.46,8.69,2.3,0.32,1.83,0.79,15.4,0.39,0.21,20.43,6.55,0.25,29.3,27.5,3.12,0.32,1.83,0.79,0.01,0.01,0.55,0.22,0.0,0.0,0.39,0.39,0.01,-0.06,-0.06,Attacking Midfield
2257,2257,2258.0,Marco Richter,GER,"FW,MF",Hertha BSC,Bundesliga,24.0,1997.0,18.9,1.85,0.95,0.79,0.69,0.37,0.63,1.9,1.27,16.77,4.44,4.76,7.41,4.6,1.96,0.21,0.0,1.75,1.48,3.33,0.85,0.0,2.36,2.28,1.32,0.42,0.11,0.11,0.21,0.11,0.16,0.05,0.0,0.0,0.0,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.0,0.0,1.8,2.65,0.21,2.01,1.48,0.95,0.0,0.0,0.0,7.57,0.58,2.06,18.62,28.04,322.54,109.31,9.47,11.69,5.87,8.84,2.43,5.24,0.05,0.08,-0.03,1.01,1.48,0.95,0.21,2.06,28.04,25.77,2.28,0.69,0.0,5.34,1.43,2.01,0.69,0.16,0.48,0.0,16.14,5.08,6.83,6.08,19.1,1.27,0.85,0.37,18.62,0.05,1.27,1.75,1.16,89.84,11.31,0.98,13.61,0.66,0.33,4.26,2.62,0.1,0.98,2.13,-1.15,-0.04,0.9,1.64,-0.74,0.04,46.56,1.64,9.79,21.16,19.42,2.91,44.6,0.79,2.33,0.9,0.21,29.95,131.16,74.34,4.23,1.38,0.63,2.86,3.02,41.85,29.1,5.24,119.0,6.290000000000001,1.01,1.48,0.95,2.06,0.08,5.53,9.09,3.44,0.26,2.28,0.9,19.5,0.16,0.07,16.77,4.44,0.21,22.0,33.3,2.36,0.26,2.28,0.9,0.01,0.02,1.03,0.11,0.0,0.0,0.16,0.16,0.0,0.1,0.1,Right Winger
2490,2490,2491.0,Marco Silvestri,ITA,GK,Udinese,Serie A,31.0,1991.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.09,0.0,0.06,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,0.0,0.03,0.23,0.0,0.0,0.0,0.0,0.0,0.03,0.0,4.11,0.0,0.0,18.23,27.03,573.46,384.11,3.86,3.91,7.4,7.43,6.89,15.6,0.0,0.0,-0.0,0.06,0.31,0.0,0.0,0.0,27.03,17.29,9.74,2.6,0.0,1.66,0.37,0.0,0.0,0.0,0.0,0.0,12.57,0.46,14.0,2.03,20.63,0.06,0.0,2.94,18.23,0.34,0.34,0.26,0.03,103.33,20.0,0.0,0.0,0.0,16.67,20.0,46.67,5.33,10.0,6.67,3.33,9.47,3.0,2.33,1.0,2.7,29.26,27.31,29.26,0.0,0.0,0.0,19.66,0.0,0.0,0.0,0.0,11.37,58.43,36.94,0.0,0.0,0.0,0.0,0.0,11.63,11.6,0.0,0.0,0.0,0.06,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper
2549,2549,2550.0,Marco Sportiello,ITA,GK,Atalanta,Serie A,30.0,1992.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,20.2,26.4,547.6,291.0,2.2,2.2,11.4,11.8,6.2,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,19.2,7.2,1.6,0.0,1.2,0.4,0.0,0.0,0.0,0.0,0.0,16.2,2.0,8.2,1.4,18.8,0.0,0.0,5.6,20.2,0.0,0.2,0.2,0.2,,,,,,,,inf,,,,,,,,,,28.6,24.8,28.2,0.4,0.0,0.0,21.6,0.0,0.0,0.0,0.0,13.8,43.2,19.8,0.0,0.0,0.0,0.0,0.0,11.2,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper
2774,2774,2775.0,Marco Verratti,ITA,MF,Paris S-G,Ligue 1,29.0,1992.0,21.5,2.93,2.23,0.74,1.53,0.65,0.93,2.74,1.81,24.28,6.28,5.44,12.28,6.56,1.77,0.47,0.0,1.3,1.16,4.09,0.42,0.0,6.41,2.79,2.51,0.09,0.09,0.0,0.09,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.0,0.0,1.91,2.56,0.05,0.28,1.16,2.23,0.0,0.0,0.05,7.53,0.33,0.65,91.4,99.58,1519.26,405.44,46.42,49.12,34.14,36.51,8.37,10.28,0.09,0.13,-0.03,1.35,8.05,2.09,0.05,7.21,99.58,94.79,4.79,3.21,0.42,15.21,1.44,0.28,0.28,0.09,0.05,0.0,83.12,8.84,7.63,8.74,88.23,1.02,1.26,0.09,91.4,0.51,0.65,2.79,1.16,89.8,3.74,0.61,7.17,0.3,1.82,2.63,0.2,0.24,1.41,0.81,0.61,-0.05,1.77,1.1,0.67,-0.01,109.58,3.02,21.4,69.81,26.84,1.81,105.86,1.81,2.33,1.91,0.05,86.0,398.51,213.44,9.72,3.49,0.47,1.02,1.12,94.93,90.74,2.79,364.0,16.93,1.35,8.05,2.09,7.21,0.13,3.94,8.87,2.93,0.09,0.33,0.05,16.1,0.03,0.08,24.28,6.28,0.47,33.3,33.9,6.41,0.09,0.33,0.05,0.01,0.09,0.75,0.0,0.0,0.0,0.03,0.03,0.0,0.07,0.07,Central Midfield
