Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl_p90 (defense_p90),TklW_p90 (defense_p90),Def 3rd_p90 (defense_p90),Mid 3rd_p90 (defense_p90),Att 3rd_p90 (defense_p90),Challenges Tkl_p90 (defense_p90),Att_p90 (defense_p90),Lost_p90 (defense_p90),Blocks_p90 (defense_p90),Shots Blocked_p90 (defense_p90),Pass_p90 (defense_p90),Int_p90 (defense_p90),Tkl+Int_p90 (defense_p90),Clr_p90 (defense_p90),Err_p90 (defense_p90),True Interceptions_p90 (defense_p90),Shots Blocked_p90.1 (defense_p90),Tkl_p90 (defense_Padj_p90),TklW_p90 (defense_Padj_p90),Def 3rd_p90 (defense_Padj_p90),Mid 3rd_p90 (defense_Padj_p90),Att 3rd_p90 (defense_Padj_p90),Challenges Tkl_p90 (defense_Padj_p90),Att_p90 (defense_Padj_p90),Lost_p90 (defense_Padj_p90),Blocks_p90 (defense_Padj_p90),Sh_p90 (defense_Padj_p90),Pass_p90 (defense_Padj_p90),Int_p90 (defense_Padj_p90),Tkl+Int_p90 (defense_Padj_p90),Clr_p90 (defense_Padj_p90),Err_p90 (defense_Padj_p90),Padj Tkl+Int p90 (defense_Padj_p90),Percent of Dribblers Tackled (defense_Padj_p90),SCA_p90 (gca_p90),PassLive_p90 (gca_p90),PassDead_p90 (gca_p90),TO_p90 (gca_p90),Sh_p90 (gca_p90),Fld_p90 (gca_p90),Def_p90 (gca_p90),GCA_p90 (gca_p90),GCA Types PassLive_p90 (gca_p90),GCA Types PassDead_p90 (gca_p90),GCA Types TO_p90 (gca_p90),GCA Types Sh_p90 (gca_p90),GCA Types Fld_p90 (gca_p90),GCA Types Def_p90 (gca_p90),CrdY_p90 (misc_p90),CrdR_p90 (misc_p90),2CrdY_p90 (misc_p90),Fls_p90 (misc_p90),Fld_p90 (misc_p90),Off_p90 (misc_p90),Crs_p90 (misc_p90),Int_p90 (misc_p90),TklW_p90 (misc_p90),PKwon_p90 (misc_p90),PKcon_p90 (misc_p90),OG_p90 (misc_p90),Recov_p90 (misc_p90),Won_p90 (misc_p90),Lost_p90 (misc_p90),Aerial Win Rate (misc_p90),Completed Passes_p90 (passing_p90),Attempted Passes_p90 (passing_p90),Short Cmp_p90 (passing_p90),Short Att_p90 (passing_p90),Medium Cmp_p90 (passing_p90),Medium Att_p90 (passing_p90),Long Cmp_p90 (passing_p90),Long Att_p90 (passing_p90),Ast_p90 (passing_p90),xAG_p90 (passing_p90),xA_p90 (passing_p90),A-xAG_p90 (passing_p90),KP_p90 (passing_p90),Passes into Final 1/3_p90 (passing_p90),Passes into Penalty Area_p90 (passing_p90),Crosses into Penalty Area_p90 (passing_p90),Prog Passes_p90 (passing_p90),Prog Passes_p90 per 50 passes (passing_p90),KP p90 per 50 passes (passing_p90),xA per KP p90 (passing_p90),Att_p90 (passing_types_p90),Live_p90 (passing_types_p90),Dead_p90 (passing_types_p90),FK_p90 (passing_types_p90),TB_p90 (passing_types_p90),Sw_p90 (passing_types_p90),Crs_p90 (passing_types_p90),TI_p90 (passing_types_p90),CK_p90 (passing_types_p90),In_p90 (passing_types_p90),Out_p90 (passing_types_p90),Str_p90 (passing_types_p90),Cmp_p90 (passing_types_p90),Off_p90 (passing_types_p90),Blocks_p90 (passing_types_p90),Min_p90 (playingtime_p90),Mn/MP_p90 (playingtime_p90),Starts_p90 (playingtime_p90),Mn/Start_p90 (playingtime_p90),Compl_p90 (playingtime_p90),Subs_p90 (playingtime_p90),Mn/Sub_p90 (playingtime_p90),unSub_p90 (playingtime_p90),PPM_p90 (playingtime_p90),onG_p90 (playingtime_p90),onGA_p90 (playingtime_p90),+/-_p90 (playingtime_p90),On-Off_p90 (playingtime_p90),onxG_p90 (playingtime_p90),onxGA_p90 (playingtime_p90),xG+/-_p90 (playingtime_p90),Team Success (xG) On-Off_p90 (playingtime_p90),Touches_p90 (possession_p90),Def Pen_p90 (possession_p90),Def 3rd_p90 (possession_p90),Mid 3rd_p90 (possession_p90),Att 3rd_p90 (possession_p90),Att Pen_p90 (possession_p90),Live_p90 (possession_p90),Attempted Dribbles_p90 (possession_p90),Successful Dribbles_p90 (possession_p90),Tkld_p90 (possession_p90),Carries_p90 (possession_p90),Prog Carries_p90 (possession_p90),Carries into Final 1/3_p90 (possession_p90),Carries into Penalty Area_p90 (possession_p90),Mis_p90 (possession_p90),Dis_p90 (possession_p90),Rec_p90 (possession_p90),PrgR_p90 (possession_p90),Prog Carries_p90 per 100 touches (possession_p90),Gls_p90 (shooting_p90),Sh_p90 (shooting_p90),SoT_p90 (shooting_p90),G/Sh_p90 (shooting_p90),G/SoT_p90 (shooting_p90),FK_p90 (shooting_p90),PK_p90 (shooting_p90),PKatt_p90 (shooting_p90),xG_p90 (shooting_p90),npxG_p90 (shooting_p90),npxG/Sh_p90 (shooting_p90),G-xG_p90 (shooting_p90),np:G-xG_p90 (shooting_p90),Average Shot Distance (shooting_p90),Starts_p90 (stats_p90),Min_p90 (stats_p90),Gls_p90 (stats_p90),Ast_p90 (stats_p90),G+A_p90 (stats_p90),G-PK_p90 (stats_p90),PK_p90 (stats_p90),PKatt_p90 (stats_p90),CrdY_p90 (stats_p90),CrdR_p90 (stats_p90),xG_p90 (stats_p90),npxG_p90 (stats_p90),xAG_p90 (stats_p90),npxG+xAG_p90 (stats_p90),PrgC_p90 (stats_p90),PrgP_p90 (stats_p90),Prog Passes Received_p90 (stats_p90),G+A-PK_p90 (stats_p90),xG+xAG_p90 (stats_p90),TMPosition
410,Maxime Busi,BEL,DF,Reims,Ligue 1,23,1999,11.6,1.81,1.38,0.78,0.95,0.09,1.12,2.5,1.38,1.21,0.52,0.69,1.21,3.02,2.07,0,2.42,0.52,1.81,1.38,0.78,0.95,0.09,1.12,2.5,1.38,1.21,0.52,0.69,1.21,3.02,2.07,0,2.82,44.8,1.64,1.55,0,0,0,0,0.09,0.09,0.09,0,0,0,0,0,0.34,0,0,1.64,0.52,0,2.33,1.21,1.38,0,0.09,0,6.38,1.21,1.38,46.7,40,52.93,16.98,20.86,17.24,21.47,5,8.45,0.09,0.06,0.06,0.03,0.6,3.36,1.12,0.6,4.91,6.14,0.75,0.1,52.93,42.84,9.91,0.86,0.17,0.43,2.33,8.97,0.09,0,0,0,40,0.17,1.03,89.92,2.58,0.98,3.03,0.49,0.34,1.21,0.08,0.04,0.83,1.1,-0.27,0.01,0.93,1.09,-0.16,0,62.76,3.53,15.95,31.81,15.52,0.86,62.76,2.16,0.6,1.21,39.83,2.16,1.81,0.26,1.38,0.43,35.09,3.79,3.44,0,0.26,0,0,0,0,0,0,0.01,0.01,0,-0.01,-0.01,27.5,0.95,89.91,0,0.09,0.09,0,0,0,0.34,0,0.01,0.01,0.06,0.07,2.16,4.91,3.79,0.01,0.01,Right-Back
809,Maxime Dupé,FRA,GK,Toulouse,Ligue 1,30,1993,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.08,0,0,0.05,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0.05,0,0,0.03,0.11,0,0,0,0,0,0.03,0,0.71,0.24,0,100,26.16,33.45,4.45,4.45,14.74,15,6.79,13.76,0,0,0,0,0,0.16,0,0,0,0,0,,33.45,24.16,9.26,2.32,0,0.05,0,0,0,0,0,0,26.16,0.03,0.03,90.21,5,1.03,5.68,0.82,0.21,1.64,1.03,0.05,1.37,2.05,-0.68,-0.05,1.08,1.55,-0.47,-0.01,36.11,28,35.89,0.18,0.03,0.03,36.11,0.05,0.05,0,24.76,0,0,0,0.05,0,18.05,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,13.4,1,90,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,Goalkeeper
861,Maxime Estève,FRA,DF,Montpellier,Ligue 1,21,2002,18.3,1.31,0.71,0.93,0.27,0.11,0.66,0.93,0.27,1.53,0.93,0.6,1.86,3.17,4.92,0,3.39,0.93,1.31,0.71,0.93,0.27,0.11,0.66,0.93,0.27,1.53,0.93,0.6,1.86,3.17,4.92,0,2.48,70.6,0.38,0.27,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0.16,0,0,0.98,0.38,0,0.05,1.86,0.71,0,0,0.05,5.25,1.69,1.42,54.4,33.28,40.87,11.64,13.55,17.76,19.73,3.01,6.17,0,0.01,0.02,-0.01,0.05,2.08,0,0,2.4,3.61,0.08,0.4,40.87,38.91,1.91,1.64,0,0,0.05,0.22,0,0,0,0,33.28,0.05,0.44,89.97,2.59,1,2.74,0.78,0.09,0.9,0,0.04,1.37,1.68,-0.31,-0.03,1.38,1.55,-0.16,-0.01,51.58,7.98,28.14,22.3,1.48,0.66,51.58,0.33,0.22,0.11,33.17,0.49,0.22,0,0.22,0.22,28.52,0.05,0.95,0,0.33,0,0,0,0,0,0,0.03,0.03,0,-0.03,-0.03,9.5,0.98,89.95,0,0,0,0,0,0,0.16,0,0.03,0.03,0.01,0.03,0.49,2.4,0.05,0,0,Centre-Back
1047,Maxime Gonalons,FRA,MF,Clermont Foot,Ligue 1,34,1989,16.1,3.23,1.99,1.55,1.3,0.37,1.55,3.29,1.74,1.3,0.06,1.24,1.24,4.47,0.43,0.06,2.54,0.06,3.23,1.99,1.55,1.3,0.37,1.55,3.29,1.74,1.3,0.06,1.24,1.24,4.47,0.43,0.06,4.09,47.2,1.3,1.24,0,0.06,0,0,0,0.06,0.06,0,0,0,0,0,0.19,0,0,1.49,1.37,0,0.19,1.24,1.99,0,0,0,6.09,0.93,0.56,62.5,45.71,51.86,17.08,19.44,21.74,23.23,5.09,6.46,0,0.03,0.04,-0.03,0.56,4.97,0.37,0.06,6.15,6.73,0.61,0.07,51.86,49.75,1.93,1.86,0.06,1.3,0.19,0.06,0,0,0,0,45.71,0.19,0.75,89.52,10,1.13,11.61,0.48,0.32,4.35,0.81,0.07,0.48,2.1,-1.61,-0.15,0.61,1.87,-1.24,-0.1,61.93,1.68,16.09,40.81,6.02,0.19,61.93,1.74,0.93,0.68,46.09,0.62,0.99,0,1.24,0.62,41.43,0.19,1,0.06,0.37,0.12,0.01,0.03,0,0,0,0.03,0.03,0.01,0.03,0.03,22.6,1.18,90,0.06,0,0.06,0.06,0,0,0.19,0,0.03,0.03,0.03,0.06,0.62,6.15,0.19,0,0,Defensive Midfield
1496,Maxime Le Marchand,FRA,DF,Strasbourg,Ligue 1,33,1989,22.4,1.74,1.07,1.03,0.62,0.09,0.85,1.38,0.54,0.98,0.62,0.36,1.65,3.39,3.3,0,2.63,0.62,1.74,1.07,1.03,0.62,0.09,0.85,1.38,0.54,0.98,0.62,0.36,1.65,3.39,3.3,0,2.7,61.3,0.85,0.58,0.04,0.09,0,0.04,0.09,0.13,0.04,0,0,0,0.04,0.04,0.27,0.04,0.04,1.38,0.4,0,0.49,1.65,1.07,0,0.09,0,6.43,2.63,1.29,67,42.77,53.93,16.25,18.39,20.58,23.53,4.96,10.31,0,0.01,0.02,-0.01,0.09,3.79,0.4,0.13,4.02,4.7,0.11,0.22,53.93,50.45,3.39,1.96,0,0.62,0.49,0.71,0,0,0,0,42.77,0.09,0.54,,,,,,,,inf,,,,,,,,,,62.72,7.9,27.99,32.14,3.3,0.54,62.72,0.76,0.67,0.04,43.26,0.45,0.85,0,0.49,0.18,38.12,0.18,0.72,0,0.36,0,0,0,0,0,0,0.03,0.03,0,-0.03,-0.03,19.1,1.03,89.96,0,0,0,0,0,0,0.27,0.04,0.03,0.03,0.01,0.04,0.45,4.02,0.18,0,0,Centre-Back
1564,Maxime Lopez,FRA,MF,Sassuolo,Serie A,25,1997,25.5,1.65,0.71,1.02,0.47,0.16,0.63,2.2,1.57,0.94,0.24,0.71,0.86,2.51,0.82,0,1.8,0.24,1.65,0.71,1.02,0.47,0.16,0.63,2.2,1.57,0.94,0.24,0.71,0.86,2.51,0.82,0,2.4,28.6,2.86,2.51,0.24,0.04,0.08,0,0,0.16,0.12,0,0,0.04,0,0,0.43,0,0,1.22,0.43,0,0.98,0.86,0.71,0,0,0,6.75,0.16,0.12,57.1,57.69,65.61,26.51,28.94,23.96,26.47,5.65,7.45,0,0.08,0.09,-0.08,1.25,7.02,0.75,0.12,8.24,7.14,1.08,0.07,65.61,62.98,2.35,1.73,0.12,0.35,0.98,0.12,0.47,0.08,0.24,0,57.69,0.27,0.55,90,4.52,0.95,6.27,0.56,0.63,1.83,0.48,0.08,1.51,2.38,-0.87,0.01,1.21,1.92,-0.71,0.01,72.75,2.35,17.88,41.96,13.53,0.55,72.75,1.06,0.43,0.59,47.61,2.12,2.27,0.08,0.67,0.47,55.18,1.57,2.91,0,0.63,0.2,0,0,0,0,0,0.04,0.04,0,-0.04,-0.04,22.7,0.98,90.04,0,0,0,0,0,0,0.43,0,0.04,0.04,0.08,0.12,2.12,8.24,1.57,0,0,Defensive Midfield
137,Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,29,1994,30.7,2.02,1.01,0.81,0.91,0.29,0.91,1.76,0.85,1.11,0.36,0.75,0.85,2.87,2.12,0.07,1.96,0.36,2.02,1.01,0.81,0.91,0.29,0.91,1.76,0.85,1.11,0.36,0.75,0.85,2.87,2.12,0.07,2.96,51.9,2.67,1.34,1.14,0.03,0.1,0.07,0,0.33,0.16,0.1,0,0.03,0.03,0,0.16,0,0,1.07,2.08,0,5.02,0.85,1.01,0,0,0.03,7.33,0.98,0.98,50,41.34,53.49,11.73,13.19,21.01,24.14,8.05,14.59,0.1,0.16,0.16,-0.06,1.4,3.75,0.62,0.07,4.89,5.91,1.69,0.11,53.49,43.49,9.64,5.77,0.2,1.04,5.02,0.29,2.83,1.86,0.91,0,41.34,0.36,0.29,,,,,,,,inf,,,,,,,,,,62.77,3.68,15.31,36.09,11.86,0.36,62.61,0.55,0.26,0.16,31.73,0.94,0.81,0.03,0.59,0.72,34.66,0.62,1.5,0.16,0.94,0.39,0,0.01,0.2,0.1,0.16,0.16,0.03,0,0,0.03,31.4,1.04,90.13,0.16,0.1,0.26,0.07,0.1,0.16,0.16,0,0.16,0.03,0.16,0.19,0.94,4.89,0.62,0.01,0.01,Central Midfield
241,Maximilian Bauer,GER,DF,Augsburg,Bundesliga,23,2000,20.5,1.51,0.83,0.88,0.59,0.05,0.83,1.66,0.83,1.22,0.44,0.78,1.12,2.63,3.85,0.05,2.34,0.44,1.51,0.83,0.88,0.59,0.05,0.83,1.66,0.83,1.22,0.44,0.78,1.12,2.63,3.85,0.05,1.6,50,0.73,0.24,0.1,0,0.2,0.15,0.05,0.05,0,0.05,0,0,0,0,0.39,0,0,1.17,1.12,0.05,0.1,1.12,0.83,0,0.05,0,5.12,3.46,2.49,58.2,26.88,36.98,8.63,10.15,14.15,16.68,3.61,8.68,0.05,0.02,0.01,0.03,0.2,1.46,0.1,0,1.95,3.63,0.37,0.05,36.98,35.22,1.66,1.37,0,0.34,0.1,0.29,0,0,0,0,26.88,0.1,0.54,89.95,3.45,1.22,3.65,0.3,0.1,1.42,0.25,0.06,0.86,1.17,-0.3,0,0.96,1.33,-0.37,0.02,47.9,6.59,28.78,17.66,1.76,0.63,47.9,0.24,0.1,0.05,22.49,0.54,0.39,0,0.49,0.24,24.44,0.1,1.13,0,0.39,0,0,0,0,0,0,0.08,0.08,0.01,-0.08,-0.08,8.5,0.98,90.05,0,0.05,0.05,0,0,0,0.39,0,0.08,0.08,0.02,0.1,0.54,1.95,0.1,0,0,Centre-Back
825,Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,26,1996,27.2,1.88,1.07,0.77,0.88,0.22,0.62,1.29,0.66,1.36,0.29,1.07,1.32,3.2,0.99,0,2.68,0.29,1.88,1.07,0.77,0.88,0.22,0.62,1.29,0.66,1.36,0.29,1.07,1.32,3.2,0.99,0,2.9,48.6,1.84,1.62,0,0.04,0.04,0.11,0.04,0.18,0.15,0,0,0,0.04,0,0.22,0,0,1.14,0.77,0.04,0.44,1.32,1.07,0,0,0,5.22,2.1,1.84,53.3,24.26,31.76,13.05,15.99,8.79,10.37,1.32,2.06,0.07,0.06,0.07,0.01,0.85,3.05,0.66,0.07,3.42,7.05,1.75,0.08,31.76,31.32,0.33,0.33,0.07,0.07,0.44,0,0,0,0,0,24.26,0.11,1.14,88,44,0,0,0,4,44,14,1,0,2,-2,-1.64,1.2,1.6,-0.4,0.96,40.37,1.4,8.64,21.99,10.15,1.25,40.37,0.59,0.33,0.18,18.16,0.74,0.85,0.07,0.77,0.85,21.36,1.69,1.83,0.04,0.59,0.15,0,0.01,0,0,0,0.03,0.03,0,0,0,21.6,0.99,90.11,0.04,0.07,0.11,0.04,0,0,0.22,0,0.03,0.03,0.06,0.1,0.74,3.42,1.69,0,0,Central Midfield
1809,Maximilian Mittelstädt,GER,"DF,MF",Hertha BSC,Bundesliga,26,1997,9.4,4.15,2.13,3.3,0.64,0.21,1.81,4.15,2.34,1.38,0.21,1.17,2.77,6.91,2.87,0,4.15,0.21,4.15,2.13,3.3,0.64,0.21,1.81,4.15,2.34,1.38,0.21,1.17,2.77,6.91,2.87,0,4.28,43.6,2.45,1.6,0.21,0.21,0.21,0.11,0.11,0,0,0,0,0,0,0,0.53,0,0,1.38,0.96,0,4.15,2.77,2.13,0,0.11,0,8.94,1.06,1.7,38.5,34.68,50.21,19.36,21.91,12.02,17.87,2.23,7.87,0,0.09,0.13,-0.09,1.17,3.09,0.74,0.43,3.94,5.68,1.69,0.11,50.21,36.91,13.09,0.53,0.11,0.53,4.15,11.17,1.38,0.43,0.85,0,34.68,0.21,1.17,89.6,5,0.4,17.8,0.2,3.2,3.4,3.4,0.18,1,0.2,0.8,0.25,1.16,1.28,-0.1,0.03,65.53,3.51,23.72,29.89,13.4,0.85,65.53,3.51,2.02,1.28,27.77,3.09,2.02,0.43,1.28,0.96,26.91,3.09,4.72,0,0.64,0.21,0,0,0,0,0,0.03,0.03,0.01,-0.03,-0.03,23.4,0.74,90.32,0,0,0,0,0,0,0.53,0,0.03,0.03,0.09,0.12,3.09,3.94,3.09,0,0.01,Left-Back
2113,Maximilian Philipp,GER,"FW,MF",Werder Bremen,Bundesliga,29,1994,4.9,1.22,1.02,0.61,0.41,0.2,0.2,1.84,1.63,1.43,0.2,1.22,0.61,1.84,0.82,0,2.04,0.2,1.22,1.02,0.61,0.41,0.2,0.2,1.84,1.63,1.43,0.2,1.22,0.61,1.84,0.82,0,1.78,11.1,2.65,1.43,0.2,0.2,0.41,0.41,0,0.61,0.41,0.2,0,0,0,0,0.2,0,0,1.43,2.45,0.61,0,0.61,1.02,0,0,0,3.27,1.43,4.69,23.3,22.24,28.16,13.27,15.31,5.92,7.76,1.02,1.02,0,0.04,0.04,-0.04,0.82,1.02,0.2,0,1.22,2.74,1.84,0.05,28.16,27.14,0.61,0.2,0,0.2,0,0,0,0,0,0,22.24,0.41,0.2,85,42.5,0,0,0,5,42.5,27.5,0,2.5,0,2.5,8.25,2.75,0.75,2,7.22,40,1.22,6.73,20.82,13.47,3.06,40,2.04,1.02,1.02,22.24,0.61,0.82,0.41,2.04,1.63,26.94,4.9,1.52,0.2,2.24,0.61,0.02,0.07,0,0,0,0.41,0.41,0.04,-0.2,-0.2,16,0.61,90.2,0.2,0,0.2,0.2,0,0,0.2,0,0.41,0.41,0.04,0.43,0.61,1.22,4.9,0.04,0.09,Second Striker
2815,Maximilian Wöber,AUT,DF,Leeds United,Premier League,25,1998,14.1,1.77,1.28,0.64,1.06,0.07,1.13,1.7,0.57,2.27,0.99,1.28,1.91,3.69,4.75,0.07,4.18,0.99,1.77,1.28,0.64,1.06,0.07,1.13,1.7,0.57,2.27,0.99,1.28,1.91,3.69,4.75,0.07,3.14,66.7,0.85,0.57,0.14,0,0.14,0,0,0.07,0.07,0,0,0,0,0,0.21,0,0,1.06,0.07,0.07,0.5,1.91,1.28,0,0.07,0,5.32,1.91,1.49,56.3,34.26,48.51,12.41,15.67,18.09,22.62,3.55,8.65,0,0.04,0.03,-0.04,0.43,4.47,0.21,0.14,3.83,5.59,0.63,0.07,48.51,45.25,3.05,0.92,0,0.14,0.5,2.13,0,0,0,0,34.26,0.21,0.71,110,30,0,0,0,20,30,5,12.5,5,0,5,19.25,2.5,2,0,0.6,60.85,7.8,27.02,28.37,5.74,1.21,60.85,0.07,0,0.07,30.21,1.06,0.64,0,0.43,0.14,31.06,1.06,1.74,0,0.64,0.14,0,0,0.07,0,0,0.05,0.05,0.01,-0.05,-0.05,13.3,0.99,89.79,0,0,0,0,0,0,0.21,0,0.05,0.05,0.04,0.1,1.06,3.83,1.06,0,0.01,Centre-Back
500,Maximiliano Caufriez,BEL,DF,Clermont Foot,Ligue 1,26,1997,24.7,1.62,0.97,1.26,0.32,0.04,0.81,1.13,0.32,1.34,0.73,0.61,1.38,3,2.83,0,2.72,0.73,1.62,0.97,1.26,0.32,0.04,0.81,1.13,0.32,1.34,0.73,0.61,1.38,3,2.83,0,2.75,71.4,0.49,0.45,0,0,0.04,0,0,0.04,0.04,0,0,0,0,0,0.4,0.04,0.04,1.17,1.42,0.04,0.12,1.38,0.97,0,0,0,5.75,0.81,0.61,57.1,40.32,45.59,17.04,18.58,18.06,19.72,4.13,5.67,0,0,0.01,0,0,2.71,0.16,0,3.72,4.61,0,inf,45.59,42.79,2.79,1.78,0.04,0.4,0.12,0.12,0,0,0,0,40.32,0,0.45,91.82,11.82,0,0,0,7.27,11.82,3.64,2.16,0,0,0,-0.96,0.91,2.36,-1.45,-1.91,55.34,8.34,27.85,24.09,3.77,0.57,55.34,0.53,0.2,0.24,40.73,1.34,1.42,0.04,0.57,0.28,35.34,0.53,2.42,0.04,0.57,0.24,0,0.01,0,0,0,0.04,0.04,0,0,0,17.9,1.01,89.96,0.04,0,0.04,0.04,0,0,0.4,0.04,0.04,0.04,0,0.04,1.34,3.72,0.53,0,0,Centre-Back
586,Maxwel Cornet,CIV,FW,West Ham,Premier League,26,1996,2.7,2.59,1.11,1.85,0,0.74,1.48,2.22,0.74,2.22,0,2.22,0.74,3.33,1.11,0,2.96,0,2.59,1.11,1.85,0,0.74,1.48,2.22,0.74,2.22,0,2.22,0.74,3.33,1.11,0,2.08,66.7,2.22,1.48,0,0.37,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0.74,0.74,3.33,2.22,0.74,1.11,0,0,0,5.56,2.22,4.07,35.3,26.67,35.93,17.41,20,7.04,10,0.74,0.74,0,0.04,0.04,-0.04,0.37,1.11,0.37,0.37,1.85,3.47,0.69,0.11,35.93,34.44,0.74,0,0,0,2.22,0.37,0,0,0,0,26.67,0.74,2.59,90,9,1,9,1,0,0,2.8,0.08,1.4,1.8,-0.4,-0.06,1.33,1.29,0.03,0.02,51.85,1.11,6.67,18.52,26.67,4.07,51.85,1.85,0.74,1.11,30.74,3.33,0.74,1.85,3.33,1.85,38.15,9.63,6.42,0,3.33,0.74,0,0,0,0,0,0.48,0.48,0.05,-0.48,-0.48,12.5,0.74,90.74,0,0,0,0,0,0,0,0,0.48,0.48,0.04,0.48,3.33,1.85,9.63,0,0.18,Left Winger
2834,Maya Yoshida,JPN,DF,Schalke 04,Bundesliga,34,1988,28.4,1.2,0.77,0.67,0.46,0.07,0.63,1.02,0.39,1.41,1.02,0.39,1.62,2.82,4.65,0.07,3.03,1.02,1.2,0.77,0.67,0.46,0.07,0.63,1.02,0.39,1.41,1.02,0.39,1.62,2.82,4.65,0.07,2.26,62.1,0.99,0.77,0.04,0,0.04,0.11,0.04,0,0,0,0,0,0,0,0.14,0,0,0.7,0.63,0.04,0.28,1.62,0.77,0,0.04,0,5.92,2.92,1.48,66.4,37.71,49.54,8.87,11.2,22.99,25.67,5.74,11.48,0,0,0.03,0,0.14,2.46,0.35,0.04,2.99,3.96,0.19,0.21,49.54,47.11,2.22,2.01,0.07,0.49,0.28,0.18,0,0,0,0,37.71,0.21,0.32,90,90,1,90,1,0,0,33,0,1,3,-2,-1.68,1.1,1.6,-0.5,-0.56,60.42,8.63,35.11,23.87,1.97,0.77,60.42,0.28,0.21,0.07,29.47,0.25,0.28,0.04,0.42,0.07,32.39,0.14,0.41,0,0.42,0.07,0,0,0,0,0,0.04,0.04,0,-0.04,-0.04,13.9,0.99,89.89,0,0,0,0,0,0,0.14,0,0.04,0.04,0,0.04,0.25,2.99,0.14,0,0,Centre-Back
364,Mehdi Bourabia,MAR,MF,Spezia,Serie A,31,1991,30.8,1.33,0.65,0.42,0.71,0.19,0.62,1.33,0.71,1.27,0.39,0.88,1.04,2.37,1.85,0,2.31,0.39,1.33,0.65,0.42,0.71,0.19,0.62,1.33,0.71,1.27,0.39,0.88,1.04,2.37,1.85,0,2.11,46.3,2.6,1.92,0.23,0.19,0.13,0.03,0.1,0.23,0.19,0,0,0.03,0,0,0.1,0,0,1.07,0.58,0.03,2.08,1.04,0.65,0,0,0,6.23,0.68,1.04,39.6,31.85,41.62,16.53,19.32,11.85,14.48,2.08,4.32,0.1,0.14,0.11,-0.05,1.2,3.05,1.04,0.32,3.67,5.76,1.88,0.09,41.62,39.22,2.14,0.94,0.16,0.13,2.08,0.23,0.97,0.68,0.13,0,31.85,0.26,1.23,89.79,3.9,1.07,4.33,0.48,0.16,1.02,0,0.07,1.28,1.71,-0.43,0.02,1.18,1.45,-0.27,0.05,53.21,3.18,13.7,27.01,13.28,0.68,53.21,2.08,0.91,1.04,26.3,1.2,0.97,0.16,1.75,0.88,31.04,1.88,2.26,0.03,1.07,0.16,0,0.01,0.03,0,0,0.07,0.07,0,-0.04,-0.04,24.3,1.17,90.03,0.03,0.1,0.13,0.03,0,0,0.1,0,0.07,0.07,0.14,0.21,1.2,3.67,1.88,0,0.01,Central Midfield
1521,Mehdi Léris,ALG,"MF,DF",Sampdoria,Serie A,25,1998,27.3,2.31,1.68,1.1,0.88,0.33,0.84,2.01,1.17,1.39,0.22,1.17,0.99,3.3,1.25,0,2.38,0.22,2.31,1.68,1.1,0.88,0.33,0.84,2.01,1.17,1.39,0.22,1.17,0.99,3.3,1.25,0,2.74,41.8,1.83,1.47,0,0.04,0.15,0.11,0.07,0.15,0.04,0,0,0.11,0,0,0.48,0,0,1.9,1.72,0.37,2.09,0.99,1.68,0,0,0,5.46,3.52,2.42,59.3,22.64,34.14,13.66,16.34,6.48,10.62,1.36,3.26,0.04,0.07,0.06,-0.03,0.73,1.76,0.7,0.18,2.27,5.01,1.61,0.08,34.14,32.2,1.72,0.18,0.15,0.22,2.09,1.5,0,0,0,0,22.64,0.22,1.5,87,22,1,63,0,3,8,11,2.25,1,2,-1,-1.09,1.2,1.9,-0.7,-0.77,47.47,1.87,9.63,21.68,17,2.86,47.47,2.53,1.06,1.14,27.18,2.05,1.14,0.48,2.93,1.76,32.01,6.04,4.32,0.04,1.1,0.44,0,0,0,0,0,0.12,0.12,0,-0.09,-0.09,12.8,1.06,90.11,0.04,0.04,0.07,0.04,0,0,0.48,0,0.12,0.12,0.07,0.19,2.05,2.27,6.04,0,0.01,Right Winger
