,Unnamed: 0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl_p90 (defense_Padj_p90),TklW_p90 (defense_Padj_p90),Def 3rd_p90 (defense_Padj_p90),Mid 3rd_p90 (defense_Padj_p90),Att 3rd_p90 (defense_Padj_p90),Vs Dribbles Tkl_p90 (defense_Padj_p90),Att_p90 (defense_Padj_p90),Past_p90 (defense_Padj_p90),Press_p90 (defense_Padj_p90),Succ Pressures_p90 (defense_Padj_p90),Pressures Def 3rd_p90 (defense_Padj_p90),Pressures Mid 3rd_p90 (defense_Padj_p90),Pressures Att 3rd_p90 (defense_Padj_p90),Blocks_p90 (defense_Padj_p90),Sh_p90 (defense_Padj_p90),ShSv_p90 (defense_Padj_p90),Pass_p90 (defense_Padj_p90),Int_p90 (defense_Padj_p90),Tkl+Int_p90 (defense_Padj_p90),Clr_p90 (defense_Padj_p90),Err_p90 (defense_Padj_p90),Padj Tkl+Int p90 (defense_Padj_p90),SCA_p90 (gca_p90),PassLive_p90 (gca_p90),PassDead_p90 (gca_p90),Drib_p90 (gca_p90),Sh_p90 (gca_p90),Fld_p90 (gca_p90),Def_p90 (gca_p90),GCA_p90 (gca_p90),GCA Types PassLive_p90 (gca_p90),GCA Types PassDead_p90 (gca_p90),GCA Types Drib_p90 (gca_p90),GCA Types Sh_p90 (gca_p90),GCA Types Fld_p90 (gca_p90),GCA Types Def_p90 (gca_p90),GA_p90 (keepersadv_p90),PKA_p90 (keepersadv_p90),FK_p90 (keepersadv_p90),CK_p90 (keepersadv_p90),OG_p90 (keepersadv_p90),PSxG_p90 (keepersadv_p90),PSxG/SoT_p90 (keepersadv_p90),PSxG+/-_p90 (keepersadv_p90),Cmp_p90 (keepersadv_p90),Att_p90 (keepersadv_p90),Passes Att_p90 (keepersadv_p90),Thr_p90 (keepersadv_p90),AvgLen_p90 (keepersadv_p90),Goal Kicks Att_p90 (keepersadv_p90),Goal Kicks AvgLen_p90 (keepersadv_p90),Opp_p90 (keepersadv_p90),Stp_p90 (keepersadv_p90),#OPA_p90 (keepersadv_p90),AvgDist_p90 (keepersadv_p90),Starts_p90 (keepers_p90),Min_p90 (keepers_p90),GA_p90 (keepers_p90),SoTA_p90 (keepers_p90),Saves_p90 (keepers_p90),W_p90 (keepers_p90),D_p90 (keepers_p90),L_p90 (keepers_p90),CS_p90 (keepers_p90),PKatt_p90 (keepers_p90),PKA_p90 (keepers_p90),PKsv_p90 (keepers_p90),PKm_p90 (keepers_p90),CrdY_p90 (misc_p90),CrdR_p90 (misc_p90),2CrdY_p90 (misc_p90),Fls_p90 (misc_p90),Fld_p90 (misc_p90),Off_p90 (misc_p90),Crs_p90 (misc_p90),Int_p90 (misc_p90),TklW_p90 (misc_p90),PKwon_p90 (misc_p90),PKcon_p90 (misc_p90),OG_p90 (misc_p90),Recov_p90 (misc_p90),Won_p90 (misc_p90),Lost_p90 (misc_p90),Completed Passes_p90 (passing_p90),Attempted Passes_p90 (passing_p90),TotDist Passed_p90 (passing_p90),PrgDist Passed_p90 (passing_p90),Short Cmp_p90 (passing_p90),Short Att_p90 (passing_p90),Medium Cmp_p90 (passing_p90),Medium Att_p90 (passing_p90),Long Cmp_p90 (passing_p90),Long Att_p90 (passing_p90),Ast_p90 (passing_p90),xA_p90 (passing_p90),A-xA_p90 (passing_p90),KP_p90 (passing_p90),Passes into Final 1/3_p90 (passing_p90),Passes into Penalty Area_p90 (passing_p90),CrsPA_p90 (passing_p90),Prog Passes_p90 (passing_p90),Att_p90 (passing_types_p90),Live_p90 (passing_types_p90),Dead_p90 (passing_types_p90),FK_p90 (passing_types_p90),TB_p90 (passing_types_p90),Press_p90 (passing_types_p90),Sw_p90 (passing_types_p90),Crs_p90 (passing_types_p90),CK_p90 (passing_types_p90),In_p90 (passing_types_p90),Out_p90 (passing_types_p90),Str_p90 (passing_types_p90),Ground_p90 (passing_types_p90),Low_p90 (passing_types_p90),High_p90 (passing_types_p90),Left_p90 (passing_types_p90),Right_p90 (passing_types_p90),Head_p90 (passing_types_p90),TI_p90 (passing_types_p90),Other_p90 (passing_types_p90),Cmp_p90 (passing_types_p90),Off_p90 (passing_types_p90),Outcomes Out_p90 (passing_types_p90),Int_p90 (passing_types_p90),Blocks_p90 (passing_types_p90),Min_p90 (playingtime_p90),Mn/MP_p90 (playingtime_p90),Starts_p90 (playingtime_p90),Mn/Start_p90 (playingtime_p90),Compl_p90 (playingtime_p90),Subs_p90 (playingtime_p90),Mn/Sub_p90 (playingtime_p90),unSub_p90 (playingtime_p90),PPM_p90 (playingtime_p90),onG_p90 (playingtime_p90),onGA_p90 (playingtime_p90),+/-_p90 (playingtime_p90),On-Off_p90 (playingtime_p90),onxG_p90 (playingtime_p90),onxGA_p90 (playingtime_p90),xG+/-_p90 (playingtime_p90),Team Success (xG) On-Off_p90 (playingtime_p90),Touches_p90 (possession_p90),Def Pen_p90 (possession_p90),Def 3rd_p90 (possession_p90),Mid 3rd_p90 (possession_p90),Att 3rd_p90 (possession_p90),Att Pen_p90 (possession_p90),Live_p90 (possession_p90),Successful Dribbles_p90 (possession_p90),Attempted Dribbles_p90 (possession_p90),#Pl_p90 (possession_p90),Megs_p90 (possession_p90),Carries_p90 (possession_p90),TotDist Carried_p90 (possession_p90),PrgDist Carried_p90 (possession_p90),Prog Carries_p90 (possession_p90),Carries into Final 1/3_p90 (possession_p90),Carries into Penalty Area_p90 (possession_p90),Mis_p90 (possession_p90),Dis_p90 (possession_p90),Targ_p90 (possession_p90),Rec_p90 (possession_p90),Receiving Prog_p90 (possession_p90),Prog Actions (possession_p90),Prog Actions_p90 (possession_p90),KP_p90 (possession_p90),Passes into Final 1/3_p90 (possession_p90),Passes into Penalty Area_p90 (possession_p90),Prog Passes_p90 (possession_p90),xA_p90 (possession_p90),Prog Passes_p90 per 50 passes (possession_p90),Gls_p90 (possession_p90),Sh_p90 (possession_p90),SoT_p90 (possession_p90),npxG_p90 (possession_p90),npxG/Sh_p90 (possession_p90),Press_p90 (possession_p90),Succ Pressures_p90 (possession_p90),Aerial Win % (possession_p90),% of Dribblers Tackled (possession_p90),Padj Tkl+Int p90 (possession_p90),Gls_p90 (shooting_p90),Sh_p90 (shooting_p90),SoT_p90 (shooting_p90),G/Sh_p90 (shooting_p90),G/SoT_p90 (shooting_p90),Dist_p90 (shooting_p90),FK_p90 (shooting_p90),PK_p90 (shooting_p90),PKatt_p90 (shooting_p90),xG_p90 (shooting_p90),npxG_p90 (shooting_p90),npxG/Sh_p90 (shooting_p90),G-xG_p90 (shooting_p90),np:G-xG_p90 (shooting_p90),TMPosition
1099,1099,1100.0,Janik Haberer,GER,MF,Freiburg,Bundesliga,28.0,1994.0,8.8,2.84,1.25,1.36,0.91,0.57,0.91,2.39,1.48,24.09,7.05,8.41,11.59,4.09,1.7,0.34,0.0,1.36,1.93,4.77,2.5,0.0,4.37,1.14,1.02,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.0,0.0,2.05,1.02,0.11,0.34,1.93,1.25,0.0,0.0,0.0,12.16,2.73,1.82,26.14,34.55,430.11,88.3,12.27,15.57,11.02,13.07,1.7,2.73,0.0,0.01,-0.01,0.23,2.16,0.23,0.0,1.48,34.55,33.98,0.57,0.34,0.0,9.2,0.57,0.34,0.11,0.0,0.11,0.0,21.82,6.36,6.36,4.09,25.0,3.3,0.11,0.11,26.14,0.0,0.91,1.48,1.82,91.29,12.9,0.65,22.58,0.0,1.61,9.35,2.58,0.23,0.97,2.26,-1.29,-0.17,1.0,2.42,-1.42,-0.15,47.73,2.61,12.95,24.09,12.95,1.7,47.27,0.45,1.02,0.68,0.0,22.05,104.43,43.86,1.48,0.8,0.23,0.91,0.91,26.59,23.52,1.59,26.0,2.96,0.23,2.16,0.23,1.48,0.01,2.83,0.23,1.25,0.23,0.09,0.01,24.09,7.05,60.0,38.1,4.37,0.23,1.25,0.23,0.02,0.11,2.01,0.0,0.0,0.0,0.09,0.09,0.01,0.14,0.14,Central Midfield
99,99,100.0,Janis Antiste,FRA,"FW,MF",Spezia,Serie A,19.0,2002.0,7.8,2.18,1.41,0.38,0.9,0.9,0.64,1.79,1.15,21.28,6.41,3.46,6.54,11.28,1.03,0.0,0.0,1.03,0.9,3.08,0.51,0.0,2.15,1.41,1.03,0.0,0.26,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1.65,0.23,-0.85,6.5,15.0,24.5,3.0,19.45,6.5,17.1,7.0,0.0,2.0,9.9,1.0,90.0,2.5,3.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.77,0.51,0.9,0.9,1.41,0.0,0.0,0.0,4.62,1.67,2.56,15.64,23.72,220.38,43.72,9.1,12.56,5.38,7.44,0.51,1.41,0.0,0.04,-0.04,0.51,0.51,0.9,0.38,0.9,23.72,21.41,2.31,0.0,0.13,4.87,0.13,0.9,0.0,0.0,0.0,0.0,14.74,4.1,4.87,3.08,16.28,2.44,0.64,0.13,15.64,0.26,0.26,1.03,1.41,87.78,28.89,1.11,70.0,0.0,2.22,8.89,8.89,1.11,2.22,1.11,1.11,1.5,0.78,1.44,-0.67,-0.53,35.13,0.77,6.41,14.74,16.15,5.64,32.95,0.9,2.05,0.9,0.26,19.87,82.31,43.85,1.79,0.38,0.77,2.05,2.05,39.87,23.08,6.67,21.0,2.69,0.51,0.51,0.9,0.9,0.04,2.88,0.13,1.41,0.26,0.18,0.02,21.28,6.41,39.4,35.7,2.15,0.13,1.41,0.26,0.01,0.06,1.31,0.0,0.0,0.0,0.18,0.18,0.02,-0.05,-0.05,Centre-Forward
1177,1177,1178.0,Jannes Horn,GER,DF,Köln,Bundesliga,25.0,1997.0,4.8,1.25,0.42,0.42,0.62,0.21,0.42,2.29,1.88,13.54,5.42,5.62,5.83,2.08,0.62,0.21,0.0,0.42,1.04,2.29,1.88,0.0,2.82,2.08,1.67,0.21,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.0,0.0,1.25,1.67,0.0,5.0,1.04,0.42,0.0,0.0,0.0,9.17,2.08,2.08,41.04,57.08,835.42,356.88,14.58,16.88,20.83,25.21,5.62,12.5,0.0,0.12,-0.12,1.46,2.92,1.88,1.25,3.96,57.08,42.92,14.17,1.04,0.0,7.92,1.25,5.0,0.0,0.0,0.0,0.0,26.25,11.88,18.96,32.5,7.5,2.5,13.12,0.0,41.04,0.0,0.62,2.29,1.88,,,,,,,,inf,,,,,,,,,,66.67,3.33,21.04,31.25,20.21,0.21,52.5,0.42,1.46,0.62,0.0,33.96,221.04,144.17,4.79,2.92,0.21,0.62,0.42,39.58,35.62,2.29,42.0,8.75,1.46,2.92,1.88,3.96,0.12,4.82,0.0,0.42,0.21,0.02,0.01,13.54,5.42,50.0,18.2,2.82,0.0,0.42,0.21,0.0,0.0,4.98,0.0,0.0,0.0,0.02,0.02,0.01,-0.02,-0.02,Left-Back
2406,2406,2407.0,Janni Serra,GER,FW,Arminia,Bundesliga,24.0,1998.0,10.9,0.37,0.18,0.09,0.09,0.18,0.18,0.73,0.55,21.1,7.06,1.56,8.44,11.1,0.83,0.18,0.0,0.64,0.73,1.1,1.93,0.0,0.59,2.02,1.56,0.0,0.09,0.09,0.18,0.09,0.28,0.09,0.0,0.09,0.09,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.0,0.0,1.28,1.28,0.37,0.09,0.73,0.18,0.0,0.0,0.0,5.32,5.5,8.62,16.79,24.68,245.96,56.88,9.54,12.57,4.22,6.79,1.38,1.93,0.18,0.08,0.1,1.19,1.83,0.64,0.0,2.11,24.68,22.66,2.02,0.09,0.09,8.17,0.28,0.09,0.0,0.0,0.0,0.0,11.65,8.07,4.95,11.74,4.13,3.12,0.37,1.19,16.79,0.28,0.28,1.1,1.38,90.56,11.27,0.99,12.25,0.85,0.14,4.65,1.27,0.02,0.99,3.1,-2.11,-0.09,1.25,2.07,-0.82,0.01,39.82,2.29,4.59,21.01,15.69,4.04,37.8,0.64,1.83,0.73,0.09,19.36,62.39,22.94,0.92,0.37,0.18,4.31,2.66,48.62,27.52,6.61,33.0,3.03,1.19,1.83,0.64,2.11,0.08,6.28,0.18,1.74,0.83,0.17,0.01,21.1,7.06,39.0,25.0,0.59,0.18,1.74,0.83,0.01,0.02,1.23,0.0,0.0,0.0,0.17,0.17,0.01,0.01,0.01,Centre-Forward
2719,2719,2720.0,Jannik Vestergaard,DEN,DF,Leicester City,Premier League,29.0,1992.0,6.3,2.54,1.75,2.06,0.48,0.0,0.95,2.38,1.43,9.52,3.49,7.14,2.38,0.0,2.38,1.59,0.0,0.79,2.38,4.92,6.51,0.16,5.17,0.48,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.0,0.0,0.95,0.16,0.0,0.0,2.38,1.75,0.0,0.16,0.0,7.46,2.54,1.75,52.06,56.67,1163.81,330.48,13.81,14.44,28.57,29.84,9.05,11.11,0.0,0.0,0.0,0.16,1.9,0.0,0.0,2.38,56.67,54.92,1.75,1.75,0.0,5.56,2.7,0.0,0.0,0.0,0.0,0.0,46.51,3.02,7.14,15.87,38.73,1.11,0.0,0.0,52.06,0.0,0.48,1.27,0.79,,,,,,,,inf,,,,,,,,,,69.52,15.24,42.22,28.41,1.27,0.48,67.94,0.48,0.48,0.48,0.0,45.08,203.97,89.68,1.27,0.48,0.0,0.16,0.0,48.1,46.19,0.0,23.0,3.65,0.16,1.9,0.0,2.38,0.0,2.29,0.0,0.16,0.0,0.02,0.01,9.52,3.49,59.3,40.0,5.17,0.0,0.16,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.02,0.02,0.01,-0.02,-0.02,Centre-Back
2552,2552,2553.0,Japhet Tanganga,ENG,DF,Tottenham,Premier League,23.0,1999.0,8.2,2.56,1.46,1.22,0.73,0.61,0.98,1.59,0.61,13.41,4.39,6.34,5.49,1.59,1.95,0.85,0.0,1.1,2.07,4.63,3.66,0.0,5.05,0.37,0.24,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.12,0.12,2.44,1.22,0.12,1.22,2.07,1.46,0.0,0.0,0.0,5.61,2.32,1.22,39.88,48.29,718.17,213.41,18.05,20.37,17.56,20.73,3.66,6.22,0.0,0.05,-0.05,0.24,1.1,0.61,0.12,2.2,48.29,41.59,6.71,0.61,0.0,5.0,0.98,1.22,0.0,0.0,0.0,0.0,31.59,7.93,8.78,4.27,34.88,1.95,6.1,0.24,39.88,0.0,0.85,1.59,0.61,,,,,,,,inf,,,,,,,,,,61.22,5.73,22.07,29.51,14.02,1.34,54.63,0.37,0.73,0.37,0.12,34.51,171.34,116.22,4.27,1.83,0.37,0.49,1.1,39.88,37.8,1.46,53.0,6.47,0.24,1.1,0.61,2.2,0.05,2.76,0.0,0.85,0.24,0.05,0.01,13.41,4.39,65.5,61.5,5.05,0.0,0.85,0.24,0.0,0.0,1.6,0.0,0.0,0.0,0.05,0.05,0.01,-0.05,-0.05,Centre-Back
357,357,358.0,Jarrad Branthwaite,ENG,DF,Everton,Premier League,19.0,2002.0,3.1,0.97,0.65,0.97,0.0,0.0,0.32,1.61,1.29,8.71,4.19,6.45,2.26,0.0,1.61,0.32,0.0,1.29,2.58,3.55,3.87,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.65,0.97,0.0,0.0,2.58,0.65,0.0,0.0,0.0,8.39,3.23,1.29,20.65,27.42,363.23,175.81,10.32,11.61,8.06,10.0,1.94,4.84,0.0,0.0,0.0,0.0,1.61,0.32,0.0,2.26,27.42,25.48,1.94,1.61,0.0,5.81,0.32,0.0,0.0,0.0,0.0,0.0,17.1,4.84,5.48,14.19,9.35,1.61,0.32,0.0,20.65,0.0,1.94,0.65,0.65,89.86,2.99,1.04,3.74,0.47,0.38,1.0,0.09,0.07,1.23,0.71,0.52,0.04,1.45,0.83,0.63,0.04,37.42,5.81,17.74,19.68,2.26,0.97,35.81,0.0,0.0,0.0,0.0,20.32,82.58,55.81,0.65,0.65,0.0,0.32,1.29,18.71,17.1,0.0,9.0,2.91,0.0,1.61,0.32,2.26,0.0,5.47,0.32,0.97,0.65,0.13,0.05,8.71,4.19,71.4,20.0,2.13,0.32,0.97,0.65,0.11,0.16,4.1,0.0,0.0,0.0,0.13,0.13,0.05,0.19,0.19,Centre-Back
349,349,350.0,Jarrod Bowen,ENG,FW,West Ham,Premier League,25.0,1996.0,30.1,1.2,0.76,0.6,0.4,0.2,0.5,1.46,0.96,16.94,3.59,4.88,7.38,4.68,1.56,0.07,0.0,1.5,1.16,2.36,0.13,0.0,2.15,2.96,1.59,0.63,0.23,0.27,0.13,0.1,0.6,0.27,0.13,0.07,0.03,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.0,0.0,0.8,1.59,0.4,1.56,1.16,0.76,0.07,0.0,0.0,6.01,1.23,2.29,17.57,25.95,329.77,88.31,8.47,10.6,5.38,7.31,3.16,6.11,0.27,0.19,0.08,1.33,0.9,0.8,0.17,1.56,25.95,22.49,3.46,0.53,0.17,5.51,2.52,1.56,2.52,2.16,0.07,0.13,15.42,4.12,6.41,19.0,4.82,0.76,0.13,0.17,17.57,0.1,0.43,1.06,1.33,90.18,6.9,1.06,7.26,0.62,0.09,2.74,0.0,0.15,2.39,0.97,1.42,0.11,1.66,0.91,0.76,0.03,38.87,0.83,5.22,15.32,21.03,4.82,35.61,0.73,1.96,0.8,0.07,25.45,159.97,71.73,3.95,0.9,0.96,1.83,2.16,38.8,24.35,5.75,166.0,5.51,1.33,0.9,0.8,1.56,0.19,4.44,0.33,2.43,1.03,0.32,0.0,16.94,3.59,34.9,34.1,2.15,0.33,2.43,1.03,0.0,0.01,0.52,0.0,0.0,0.0,0.32,0.32,0.0,0.01,0.01,Right Winger
1251,1251,1252.0,Jason,ESP,"MF,FW",Alavés,La Liga,27.0,1994.0,5.4,1.48,0.74,1.11,0.37,0.0,0.74,1.85,1.11,21.48,4.26,8.15,9.07,4.26,2.22,0.0,0.0,2.22,1.48,2.96,0.37,0.0,1.86,2.78,1.48,1.11,0.19,0.0,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.0,0.0,2.41,1.67,0.0,2.96,1.48,0.74,0.0,0.19,0.0,6.3,1.3,1.85,13.89,26.48,286.3,124.63,5.74,7.41,5.0,8.52,2.78,9.26,0.0,0.13,-0.13,1.67,0.56,0.93,0.37,2.04,26.48,19.81,6.67,3.89,0.0,5.74,2.22,2.96,2.22,1.11,0.74,0.0,10.56,4.63,11.3,1.85,21.11,1.67,0.19,0.74,13.89,0.19,1.3,0.93,1.48,,,,,,,,inf,,,,,,,,,,35.93,0.74,7.22,14.44,17.04,1.11,30.0,0.56,1.67,0.74,0.56,19.44,109.63,67.78,2.41,0.93,0.19,1.85,1.11,30.93,18.52,2.22,24.0,4.45,1.67,0.56,0.93,2.04,0.13,7.34,0.0,0.74,0.0,0.06,0.01,21.48,4.26,41.2,40.0,1.86,0.0,0.74,0.0,0.0,0.0,5.13,0.0,0.0,0.0,0.06,0.06,0.01,-0.06,-0.06,Right Winger
294,294,295.0,Jason Berthomier,FRA,MF,Clermont Foot,Ligue 1,32.0,1990.0,19.2,1.51,1.15,0.26,0.99,0.26,0.62,1.82,1.2,17.81,6.61,3.65,9.79,4.38,0.99,0.1,0.0,0.89,0.52,2.03,0.31,0.0,2.03,4.01,1.93,1.51,0.31,0.16,0.05,0.05,0.36,0.05,0.26,0.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.83,0.78,0.1,2.4,0.52,1.15,0.0,0.0,0.0,7.03,0.57,1.04,59.38,72.71,1051.41,282.08,30.1,32.81,21.3,24.53,7.24,13.18,0.26,0.2,0.06,2.4,5.1,1.15,0.42,5.26,72.71,64.69,8.02,3.8,0.21,10.36,2.92,2.4,4.01,1.82,1.3,0.21,52.08,7.34,13.28,64.84,5.05,2.03,0.16,0.05,59.38,0.05,1.77,2.55,1.09,89.96,3.08,1.0,3.5,0.46,0.21,1.21,0.0,0.04,1.25,1.67,-0.42,0.06,1.18,1.22,-0.05,0.03,80.73,0.94,15.16,45.26,24.64,1.98,72.66,0.89,1.51,0.99,0.1,54.53,196.88,97.6,4.38,1.35,0.31,1.46,1.2,69.53,61.35,3.85,185.0,9.64,2.4,5.1,1.15,5.26,0.2,4.43,0.05,1.2,0.21,0.1,0.0,17.81,6.61,35.5,34.3,2.03,0.05,1.2,0.21,0.0,0.01,1.05,0.31,0.0,0.0,0.1,0.1,0.0,-0.05,-0.05,Attacking Midfield
663,663,664.0,Jason Denayer,BEL,DF,Lyon,Ligue 1,26.0,1995.0,11.1,0.99,0.54,0.72,0.27,0.0,0.54,0.72,0.18,7.03,2.25,3.6,3.33,0.09,1.89,0.9,0.09,0.99,1.62,2.61,4.05,0.09,3.77,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.0,0.0,0.72,0.45,0.0,0.09,1.62,0.54,0.0,0.09,0.0,6.67,1.62,1.89,62.88,66.58,1354.59,371.17,18.11,18.83,33.06,34.23,11.26,12.97,0.0,0.0,0.0,0.09,1.71,0.0,0.0,1.8,66.58,64.32,2.25,1.98,0.0,5.14,1.98,0.09,0.0,0.0,0.0,0.0,57.57,3.69,5.32,2.88,60.18,1.98,0.27,0.18,62.88,0.09,0.27,0.63,0.09,,,,,,,,inf,,,,,,,,,,75.95,10.99,43.42,35.59,1.08,0.72,73.69,0.09,0.27,0.18,0.0,51.98,218.92,100.54,1.35,0.0,0.0,0.09,0.18,58.29,57.03,0.0,35.0,3.1500000000000004,0.09,1.71,0.0,1.8,0.0,1.43,0.27,0.54,0.36,0.14,0.02,7.03,2.25,46.2,75.0,3.77,0.27,0.54,0.36,0.05,0.07,0.61,0.0,0.0,0.0,0.14,0.14,0.02,0.14,0.14,Centre-Back
1692,1692,1693.0,Jason Mbock,FRA,FW,Angers,Ligue 1,22.0,1999.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,25.0,5.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,15.0,25.0,160.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,15.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,90.32,7.53,1.08,8.82,0.75,0.22,1.29,0.22,0.12,1.4,2.26,-0.86,-0.04,1.31,1.83,-0.52,-0.04,40.0,0.0,0.0,25.0,15.0,0.0,40.0,0.0,0.0,0.0,0.0,30.0,195.0,60.0,5.0,0.0,0.0,0.0,5.0,75.0,35.0,15.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Left Winger
2502,2502,2503.0,Jason Steele,ENG,GK,Brighton,Premier League,31.0,1990.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,34.0,38.0,824.0,323.0,8.0,8.0,19.0,19.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,32.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,6.0,2.0,34.0,0.0,0.0,2.0,34.0,0.0,0.0,0.0,0.0,,,,,,,,inf,,,,,,,,,,42.0,37.0,42.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,28.0,90.0,36.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper
526,526,527.0,Jasper Cillessen,NED,GK,Valencia,La Liga,33.0,1989.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,18.16,28.03,691.25,505.59,2.11,2.11,5.86,5.92,9.93,19.74,0.07,0.0,0.07,0.07,0.53,0.0,0.0,0.13,28.03,18.55,9.47,3.16,0.0,2.04,0.92,0.0,0.0,0.0,0.0,0.0,9.93,1.78,16.32,2.7,19.61,0.0,0.0,4.21,18.16,0.13,0.72,0.13,0.0,90.58,10.0,1.16,10.58,0.29,0.14,6.52,0.14,0.18,0.87,1.45,-0.58,0.02,1.04,1.25,-0.19,-0.04,30.39,26.78,30.07,0.33,0.0,0.0,21.05,0.0,0.0,0.0,0.0,13.55,68.55,43.22,0.07,0.0,0.0,0.0,0.0,11.45,11.38,0.0,3.0,0.2,0.07,0.53,0.0,0.13,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper
